"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_author","comment_status","sku","downloadable","virtual","stock","regular_price","sale_price","weight","length","width","height","tax_class","visibility","stock_status","backorders","manage_stock","tax_status","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","sold_individually","low_stock_amount","purchase_note","images","downloadable_files","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","tax:product_color","attribute:Gift Card Amount","attribute_data:Gift Card Amount","attribute_default:Gift Card Amount","attribute:pa_colors","attribute_data:pa_colors","attribute_default:pa_colors","attribute:pa_ewd_uwcf_colors","attribute_data:pa_ewd_uwcf_colors","attribute_default:pa_ewd_uwcf_colors","attribute:pa_ewd_uwcf_sizes","attribute_data:pa_ewd_uwcf_sizes","attribute_default:pa_ewd_uwcf_sizes","attribute:pa_semi-precious-stones","attribute_data:pa_semi-precious-stones","attribute_default:pa_semi-precious-stones"
"DELIGHT-101","delight-101","2167","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Dalmatian Jasper, Black Onyx, Howlite</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 15cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 20cm</li>
</ul>","","publish","0","2020-02-10 21:43:02","1","closed","","no","no","1","90","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/DELIGHT-101a.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-101c.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-101b-scaled.jpg","","simple","","Collections > Delight|All Products|All Products > Necklaces","","","Black|Dalmatian|Green","","","","","","","Black|Dalmatian|Green","2||","","","2||","","","",""
"DELIGHT-103","delight-103","2180","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Howlite</li>
 	<li><strong>Other materials:</strong> Glass, Brass, Bronze, Ostrich feathers</li>
 	<li><strong>Chain:</strong> Diamond-cut black and gold Bronze</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 15cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 38cm</li>
</ul>","","publish","0","2020-02-11 09:25:10","1","closed","","no","no","1","75","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/DELIGHT-103c-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-103d.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-103b.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-103a-scaled.jpg","","simple","","Collections > Delight|All Products|All Products > Necklaces","","","Black|Green","","","","","","","Black|Green","1||","","","1||","","","",""
"DELIGHT-104","delight-104","2183","<ul>
 	<li><strong>Semi-precious Stones:</strong> Howlite</li>
 	<li><strong>Other materials:</strong> Brass, Bronze, Silk tassels</li>
 	<li><strong>Chain:</strong> Black and gold Iron</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 43cm</li>
</ul>","","publish","0","2020-02-11 09:37:12","1","closed","","no","no","1","75","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/DELIGHT-104b.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-104d.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-104a-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-104c-scaled.jpg","","simple","","Collections > Delight|All Products|All Products > Necklaces","","","Black|Green","","","","","","","Black|Green","1||","","","1||","","","",""
"DELIGHT-106","delight-106","2188","<ul>
 	<li><strong>Semi-precious Stones:</strong> Serpentine, Mother of Pearl, Black Onyx, Hematite, Aventurine, Lava</li>
 	<li><strong>Other materials:</strong> Brass, Rubber</li>
 	<li><strong>Necklace:</strong> 18K Gold-Plated Stainless-Steel Memory Wire</li>
 	<li><strong>Length:</strong> 17cm</li>
</ul>","","publish","0","2020-02-11 09:53:05","1","closed","","no","no","1","65","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/DELIGHT-106a.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-106b.jpg","","simple","","Collections > Delight|All Products|All Products > Necklaces","","","Black|Green","","","","","","","Black|Green","2||","","","2||","","","",""
"DELIGHT-105","delight-105","2194","<ul>
 	<li><strong>Semi-precious Stones:</strong> Malachite, Hematite, Marble</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Chain:</strong> Handmade 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 42cm</li>
</ul>","","publish","0","2020-02-11 11:39:38","1","closed","","no","no","1","70","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/DELIGHT-105b.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-105e.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-105c.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-105d.jpg","","simple","","Collections > Delight|All Products|All Products > Necklaces","","","Green","","","","","","","Green","2||","","","2||","","","",""
"GRACE-203","grace-203","2698","<ul>
 	<li><strong>Semi-precious Stones:</strong> Mother of Pearl</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Hooks:</strong> 18K Gold-Plated Brass</li>
 	<li><strong>Length:</strong> 9cm</li>
</ul>","","publish","0","2020-02-16 13:44:27","1","closed","","no","no","1","75","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GRACE-203a.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-203b.jpg","","simple","","Collections > Grace|All Products|All Products > Earrings","","","Ultramarine","","","","","","","Ultramarine","2||","","","2||","","Mother of pearl","0|0|0",""
"LAVISH-203","lavish-203","2708","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Howlite</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Studs &amp; Ear Nuts:</strong> Stainless Steel</li>
 	<li><strong>Length:</strong> 8,5cm</li>
</ul>","","publish","0","2020-02-17 09:35:05","1","closed","","no","no","1","105","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-203a.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-203b.jpg","","simple","featured","Lavish by Precious Joy","","","Black|Turquoise","","","","","","","Black|Turquoise","2||","","","2||","","Hematite|Howlite","2|0|0",""
"DELIGHT-201","delight-201","2732","<ul>
 	<li><strong>Semi-precious Stones:</strong> Black Onyx, Malachite, Howlite</li>
 	<li><strong>Studs and Ear Nuts:</strong> 18K Gold-Plated Brass</li>
 	<li><strong>Length:</strong> 7,5cm</li>
</ul>","","publish","0","2020-02-17 09:35:09","1","closed","","no","no","1","80","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/DELIGHT-201a.jpg | https://www.precious-joy.com/wp-content/uploads/DELIGHT-201c.jpg","","simple","","Collections > Delight|All Products|All Products > Earrings","","","Black|Green","","","","","","","Black|Green","2||","","","2||","","","",""
"EUPHORIA-206","euphoria-206","2754","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Howlite</li>
 	<li><strong>Hoops:</strong> 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 4cm</li>
</ul>","","publish","0","2020-02-17 09:36:19","1","closed","","no","no","1","40","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/EUPHORIA-206a.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-206c.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-206b.jpg","","simple","","Collections > Euphoria|All Products|All Products > Earrings","","","Beige","","","","","","","Beige","2||","","","2||","","","",""
"EUPHORIA-207","euphoria-207","2756","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite</li>
 	<li><strong>Other materials:</strong> Wood</li>
 	<li><strong>Hoops:</strong> 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 4cm</li>
</ul>","","publish","0","2020-02-17 09:36:42","1","closed","","no","no","1","40","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/EUPHORIA-207a.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-207c.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-207b.jpg","","simple","","Collections > Euphoria|All Products|All Products > Earrings","","","Black","","","","","","","Black","1||","","","1||","","","",""
"EUPHORIA-203","euphoria-203","2758","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite</li>
 	<li><strong>Hoops:</strong> 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 7cm</li>
</ul>","","publish","0","2020-02-17 09:37:04","1","closed","","no","no","1","50","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/EUPHORIA-203a.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-203c.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-203b.jpg","","simple","","Collections > Euphoria|All Products|All Products > Earrings","","","Black","","","","","","","Black","1||","","","1||","","","",""
"LAVISH-204","lavish-204","2760","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite</li>
 	<li><strong>Other materials:</strong> Brass, Ostrich feathers</li>
 	<li><strong>Hooks:</strong> 18K Gold-Plated Brass</li>
 	<li><strong>Length:</strong> 15cm</li>
</ul>","","publish","0","2020-02-17 09:38:00","1","closed","","no","no","1","100","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-204b.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-204c.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-204a.jpg","","simple","featured","Lavish by Precious Joy","","","Black","","","","","","","Black","3||","","","3||","","Hematite","2|0|0",""
"EUPHORIA-202","euphoria-202","2762","<ul>
 	<li><strong>Semi-precious Stones:</strong> Black Onyx, Hematite</li>
 	<li><strong>Other materials:</strong> Glass</li>
 	<li><strong>Hooks:</strong> 18K Gold-Plated Brass</li>
 	<li><strong>Ear Nuts:</strong> 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 7cm</li>
</ul>","","publish","0","2020-02-17 09:37:42","1","closed","","no","no","1","70","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/EUPHORIA-202a.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-202c.jpg","","simple","","Collections > Euphoria|All Products|All Products > Earrings","","","Black","","","","","","","Black","2||","","","2||","","","",""
"EUPHORIA-201","euphoria-201","2765","<ul>
 	<li><strong>Semi-precious Stones:</strong> Howlite, Hematite</li>
 	<li><strong>Other materials:</strong> Enameled Brass</li>
 	<li><strong>Hooks:</strong> Enameled Brass</li>
 	<li><strong>Length:</strong> 8cm</li>
</ul>","","publish","0","2020-02-17 09:37:30","1","closed","","no","no","1","75","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/EUPHORIA-201a.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-201c.jpg","","simple","","Collections > Euphoria|All Products|All Products > Earrings","","","Black|Gray|White","","","","","","","Black|Gray|White","2||","","","2||","","","",""
"FELICITY-201","felicity-201","2782","<ul>
 	<li><strong>Semi-precious Stones:</strong> Kambaba Jasper</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Hooks:</strong> 18K Gold-Plated Brass</li>
 	<li><strong>Length:</strong> 8,5cm</li>
</ul>","","publish","0","2020-02-17 09:39:30","1","closed","","no","no","1","75","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/FELICITY-201a.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-201c.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-201b.jpg","","simple","","Collections > Felicity|All Products|All Products > Earrings","","","Black|Green|Olive","","","","","","","Black|Green|Olive","1||","","","1||","","","",""
"GLEE-204","glee-204","2788","<ul>
 	<li><strong>Semi-precious Stones:</strong> Lapis Lazouli</li>
 	<li><strong>Other materials:</strong> Brass, Silk tassels</li>
 	<li><strong>Studs and Ear Nuts:</strong> 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 8,5cm</li>
</ul>","","publish","0","2020-02-17 09:40:18","1","closed","","no","no","1","45","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GLEE-204a.jpg | https://www.precious-joy.com/wp-content/uploads/GLEE-204c.jpg","","simple","","Collections > Glee|All Products|All Products > Earrings","","","Ultramarine","","","","","","","Ultramarine","1||","","","1||","","","",""
"GLEE-202","glee-202","2790","<ul>
 	<li><strong>Semi-precious Stones:</strong> Lapis Lazouli</li>
 	<li><strong>Other materials:</strong> 18K Gold-Plated Stainless-Steel Memory Wire</li>
 	<li><strong>Studs and Ear Nuts:</strong> 18K Gold-Plated Brass</li>
 	<li><strong>Length:</strong> 7cm</li>
</ul>","","publish","0","2020-02-17 09:40:37","1","closed","","no","no","1","50","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GLEE-202a.jpg | https://www.precious-joy.com/wp-content/uploads/GLEE-202c.jpg | https://www.precious-joy.com/wp-content/uploads/GLEE-202b.jpg","","simple","","Collections > Glee|All Products|All Products > Earrings","","","Dark Blue|Ultramarine","","","","","","","Dark Blue|Ultramarine","1||","","","1||","","","",""
"LAVISH-201","lavish-201","2792","<ul>
 	<li><strong>Semi-precious Stones:</strong> Goldstone, Hematite</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Hooks:</strong> 18K Gold-Plated Brass</li>
 	<li><strong>Length:</strong> 8cm</li>
</ul>","","publish","0","2020-02-17 09:40:53","1","closed","","no","no","1","115","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-201b.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-201c.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-201a.jpg","","simple","featured","Lavish by Precious Joy","","","Dark Blue","","","","","","","Dark Blue","3||","","","3||","","Goldstone|Hematite","2|0|0",""
"GRACE-205","grace-205","2812","<ul>
 	<li><strong>Semi-precious Stones:</strong> Mother of Pearl</li>
 	<li><strong>Other materials:</strong> Brass, Silk tassels</li>
 	<li><strong>Studs &amp; Ear Nuts:</strong> 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 10cm</li>
</ul>","","publish","0","2020-02-17 09:42:31","1","closed","","no","no","1","50","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/GRACE-205a.jpg | https://www.precious-joy.com/wp-content/uploads/GRACE-205c.jpg","","simple","","Collections > Grace|All Products|All Products > Earrings","","","Gray|Ultramarine","","","","","","","Gray|Ultramarine","2||","","","2||","","Mother of pearl","2|0|0",""
"LAVISH-300","lavish-300","3222","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Dalmatian Jasper, Turquoise</li>
 	<li><strong>Other materials:</strong> Glass, Wood, Aluminum and Stainless-Steel charms</li>
 	<li><strong>Bracelet:</strong> 18K Gold-Plated Stainless-Steel Memory Wire</li>
</ul>","","publish","0","2020-02-23 18:06:46","1","closed","","no","no","1","120","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-300a.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-300c.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-300b.jpg","","simple","featured","Lavish by Precious Joy","","","Brown|Dalmatian|Dark Blue|Gray|Turquoise|Ultramarine","","","","","","","Brown|Dalmatian|Dark Blue|Gray|Turquoise|Ultramarine","3||","","","3||","","Hematite|Jasper|Turquoise","2|0|0",""
"BLISS-300","bliss-300","3236","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Dalmatian Jasper, Turquoise</li>
 	<li><strong>Other materials:</strong> Glass</li>
 	<li><strong>Clasp:</strong> Gold-plated Brass</li>
</ul>","","publish","0","2020-02-23 19:08:28","1","closed","","no","no","1","70","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/BLISS-300.jpg | https://www.precious-joy.com/wp-content/uploads/BLISS-300b.jpg","","simple","","Collections > Bliss|All Products|All Products > Bracelets","","","Black|Dalmatian|Turquoise","","","","","","","Black|Dalmatian|Turquoise","2||","","","2||","","","",""
"LAVISH-304","lavish-304","3241","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Howlite, Lava, Jasper</li>
 	<li><strong>Other materials:</strong> Glass, Stainless Steel and Aluminum charms</li>
 	<li><strong>Bracelet:</strong> 18K Gold-Plated Stainless-Steel Memory Wire</li>
</ul>","","publish","0","2020-02-23 19:53:38","1","closed","","no","no","1","85","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-304a.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-304c.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-304b.jpg","","simple","featured","Lavish by Precious Joy","","","Black|White","","","","","","","Black|White","3||","","","3||","","Hematite|Howlite|Lava","2|0|0",""
"LAVISH-301","lavish-301","3248","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Marble, Jasper, Howlite</li>
 	<li><strong>Other materials:</strong> Wood, Aluminum and Stainless-Steel charms</li>
 	<li><strong>Bracelet:</strong> 18K Gold-Plated Stainless-Steel Memory Wire</li>
</ul>","","publish","0","2020-02-23 20:01:32","1","closed","","no","no","1","100","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-301a.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-301b.jpg","","simple","featured","Lavish by Precious Joy","","","Beige|Brown","","","","","","","Beige|Brown","3||","","","3||","","Hematite|Howlite|Jasper|Marble","2|0|0",""
"LAVISH-305","lavish-305","3253","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Marble, Jade</li>
 	<li><strong>Other materials:</strong> Glass, Stainless Steel charms</li>
 	<li><strong>Bracelet:</strong> 18K Gold-Plated Stainless-Steel Memory Wire</li>
</ul>","","publish","0","2020-02-23 20:04:10","1","closed","","no","no","1","85","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-305a.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-305b.jpg","","simple","featured","Lavish by Precious Joy","","","Green|Yellow","","","","","","","Green|Yellow","2||","","","2||","","Hematite|Jade|Marble","2|0|0",""
"FELICITY-301","felicity-301","3257","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Howlite, Jade</li>
 	<li><strong>Clasp:</strong> 18K Gold-Plated Brass</li>
</ul>","","publish","0","2020-02-23 20:06:51","1","closed","","no","no","1","75","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/FELICITY-301a.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-301d.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-301c.jpg","","simple","","Collections > Felicity|All Products|All Products > Bracelets","","","Beige|Green|Olive","","","","","","","Beige|Green|Olive","1||","","","1||","","","",""
"LAVISH-303","lavish-303","3263","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Rose Quartz</li>
 	<li><strong>Other materials:</strong> Glass, Wood, Stainless Steel charms</li>
 	<li><strong>Bracelet:</strong> 18K Gold-Plated Stainless-Steel Memory Wire</li>
</ul>","","publish","0","2020-02-23 20:09:25","1","closed","","no","no","1","90","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-303a.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-303c.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-303b.jpg","","simple","featured","Lavish by Precious Joy","","","Black|Gray|Pink|Ultramarine","","","","","","","Black|Gray|Pink|Ultramarine","3||","","","3||","","Hematite|Rose Quartz","2|0|0",""
"LAVISH-101","lavish-101","4726","<ul>
 	<li><strong>Semi-precious Stones:</strong> Black Onyx, Hematite, Howlite, Lava</li>
 	<li><strong>Other materials:</strong> Glass, Brass, Wood</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 26cm</li>
</ul>","","publish","0","2020-04-02 12:27:24","1","closed","","no","no","1","140","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-101a.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-101d.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-101c.jpg","","simple","featured","Lavish by Precious Joy","","","Black|Gray|Green|White","","","","","","","Black|Gray|Green|White","3||","","","3||","","Black Onyx|Hematite|Howlite|Lava","2|0|0",""
"EUPHORIA-103","euphoria-103","4731","<ul>
 	<li><strong>Semi-precious Stones:</strong> Hematite, Mother of Pearl, Black Onyx</li>
 	<li><strong>Other materials:</strong> Brass, Glass</li>
 	<li><strong>Chain:</strong> Diamond-cut black and gold Bronze</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 39cm</li>
</ul>","","publish","0","2020-04-02 12:40:51","1","closed","","no","no","1","85","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/EUPHORIA-103c.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-103d.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-103b.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-103a.jpg","","simple","","Collections > Euphoria|All Products|All Products > Necklaces","","","Black|White","","","","","","","Black|White","2||","","","2||","","","",""
"EUPHORIA-100","euphoria-100","4738","<ul>
 	<li><strong>Semi-precious Stones:</strong> Black Onyx, Hematite, Mother of Pearl</li>
 	<li><strong>Other materials:</strong> Brass, Glass</li>
 	<li><strong>Chain:</strong> Black Iron</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 24cm</li>
</ul>","","publish","0","2020-04-02 12:42:00","1","closed","","no","no","1","105","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/EUPHORIA-100a.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-100d.jpg | https://www.precious-joy.com/wp-content/uploads/EUPHORIA-100b.jpg","","simple","","Collections > Euphoria|All Products|All Products > Necklaces","","","Black","","","","","","","Black","2||","","","2||","","","",""
"FELICITY-105","felicity-105","4747","<ul>
 	<li><strong>Semi-precious Stones:</strong> Jasper, Hematite</li>
 	<li><strong>Other materials:</strong> Glass, Brass</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 27cm</li>
</ul>","","publish","0","2020-04-02 13:01:02","1","closed","","no","no","1","65","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/FELICITY-105a.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-105d.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-105b.jpg | https://www.precious-joy.com/wp-content/uploads/FELICITY-105c.jpg","","simple","","Collections > Felicity|All Products|All Products > Necklaces","","","Gray|Olive","","","","","","","Gray|Olive","1||","","","1||","","","",""
"LAVISH-107","lavish-107","4758","<ul>
 	<li><strong>Semi-precious Stones:</strong> Coral, Quartz, Cat’s Eye</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Chain:</strong> Handmade 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 42cm</li>
</ul>","","publish","0","2020-04-02 13:25:44","1","closed","","no","no","1","120","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-107c.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-107d-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-107b.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-107a-1.jpg","","simple","featured","Lavish by Precious Joy","","","Beige|Brown|Orange","","","","","","","Beige|Brown|Orange","2||","","","2||","","Cats eye|Clear Quartz|Coral","2|0|0",""
"LAVISH-105","lavish-105","4760","<ul>
 	<li><strong>Semi-precious Stones:</strong> Howlite, Hematite, Rain Flower</li>
 	<li><strong>Other materials:</strong> Brass</li>
 	<li><strong>Chain:</strong> Handmade 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Extension chain &amp; Clasp:</strong> 10cm, 18K Gold-Plated Stainless Steel</li>
 	<li><strong>Length:</strong> 37cm</li>
</ul>","","publish","0","2020-04-02 13:37:55","1","closed","","no","no","1","125","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/LAVISH-105b.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-105c-scaled.jpg | https://www.precious-joy.com/wp-content/uploads/LAVISH-105a.jpg","","simple","featured","Lavish by Precious Joy","","","Beige|Brown","","","","","","","Beige|Brown","2||","","","2||","","Hematite|Howlite|Rain flower","2|0|0",""
"VERVE-104","verve-104","4764","<ul>
 	<li><strong>Semi-precious Stones:</strong> Clear Quartz, Hematite</li>
 	<li><strong>Other materials:</strong> Brass caps, Stainless Steel charms</li>
 	<li><strong>Chain:</strong> Leather</li>
 	<li><strong>Length:</strong> 53cm</li>
</ul>","","publish","0","2020-04-02 13:39:13","1","closed","","no","no","1","55","","","","","","","","instock","notify","yes","none","","","","","","-1","-1","","","no","","","https://www.precious-joy.com/wp-content/uploads/VERVE-104c.jpg | https://www.precious-joy.com/wp-content/uploads/VERVE-104d.jpg | https://www.precious-joy.com/wp-content/uploads/VERVE-104b.jpg | https://www.precious-joy.com/wp-content/uploads/VERVE-104a.jpg","","simple","","Collections > Verve|All Products|All Products > Necklaces","","","Beige|Brown","","","","","","","Beige|Brown","2||","","","2||","","Clear Quartz|Hematite","0|0|0",""
